  Vessel_8    6206  9  8  13  30 250.5625000  -70.64537   42.76358  1.0 nan       73.0        7.0      0.063   7.04   0.05  2015
  Vessel_8    6206  9  9  11  31 251.4798611  -70.61913   42.89942  1.0 nan       73.0        6.0      0.065   7.15   0.10  2015
  Vessel_8    6206  9  9  13  31 251.5631944  -70.65632   42.83247  1.0 nan       75.0        4.0      0.067   7.08   0.08  2015
  Vessel_8    6206  9  9  15  39 251.6520833  -70.65451   42.85615  1.0 nan       74.0        6.0      0.067   7.05   0.09  2015
  Vessel_8    6206  9 12  11  27 254.4770833  -70.61857   42.89674  1.0 nan       72.0        6.0      0.064   7.28   0.18  2015
  Vessel_8    6206  9 12  13  38 254.5680556  -70.66378   42.82905  1.0 nan       73.0       10.0      0.078   7.15   0.14  2015
  Vessel_8    6206  9 12  15  52 254.6611111  -70.66775   42.85747  1.0 nan       74.0        7.0      0.068   7.11   0.07  2015
  Vessel_8    6206  9 13  11  34 255.4819444  -70.62334   42.89788  1.0 nan       72.0        6.0      0.065   7.41   0.24  2015
  Vessel_8    6206  9 13  13  31 255.5631944  -70.65664   42.83461  1.0 nan       73.0        4.0      0.067   7.21   0.21  2015
  Vessel_8    6206  9 13  15  39 255.6520833  -70.65812   42.86787  1.0 nan       74.0        6.0      0.074   7.09   0.17  2015
  Vessel_8    6206  9 14  11  33 256.4812500  -70.66177   42.81314  1.0 nan       72.0        5.0      0.064   7.62   0.11  2015
  Vessel_8    6206  9 14  13  33 256.5645833  -70.64988   42.83367  1.0 nan       72.0       12.0      0.069   7.45   0.25  2015
  Vessel_8    6206  9 14  15  40 256.6527778  -70.66807   42.82288  1.0 nan       75.0        6.0      0.071   7.17   0.08  2015
  Vessel_8    6206  9 15  11  33 257.4812500  -70.64966   42.77490  1.0 nan       72.0        3.0      0.067   7.38   0.09  2015
  Vessel_8    6206  9 15  13  31 257.5631944  -70.64505   42.80438  1.0 nan       74.0        8.0      0.068   7.35   0.13  2015
  Vessel_8    6206  9 15  15  38 257.6513889  -70.65559   42.86979  1.0 nan       74.0        6.0      0.072   7.40   0.07  2015
  Vessel_8    6206  9 16  11  33 258.4812500  -70.65168   42.77906  1.0 nan       73.0        8.0      0.065   7.53   0.08  2015
  Vessel_8    6206  9 16  13  31 258.5631944  -70.65499   42.79859  1.0 nan       74.0        6.0      0.068   7.47   0.15  2015
  Vessel_8    6206  9 16  15  39 258.6520833  -70.65342   42.87446  1.0 nan       74.0        4.0       0.07   7.44   0.14  2015
  Vessel_8    6206  9 18  11  25 260.4756944  -70.65155   42.78280  1.0 nan       73.0       10.0      0.065   7.51   0.18  2015
  Vessel_8    6206  9 18  13  15 260.5520833  -70.65423   42.78963  1.0 nan       73.0       11.0      0.065   7.29   0.15  2015
